seed,subject,dataset,auroc,macro_f1,confusion,threshold,events,predicted,alarms,false_alarms,far_hours,far_per_24h,time_in_warning,sensitivity,median_warning_s,share_warnings_30s
2,chbmit:chb22,chbmit,0.6824117474849751,0.4651222024019615,"[[367, 0, 351], [0, 36, 6], [3604, 89, 8505]]",0.8518518518518519,2,2,32,29,29.732,23.409165226327836,0.49104524743988814,1.0,1324.0,1.0
2,chbmit:chb23,chbmit,0.8117531090617076,0.5428709399245916,"[[298, 14, 1454], [6, 44, 39], [463, 34, 9719]]",0.994994994994995,5,0,0,0,23.917,0.0,0.0,0.0,nan,nan
2,siena:PN01,siena,0.9753942958156049,0.5048068910415574,"[[711, 1, 6], [16, 6, 4], [894, 1, 561]]",0.965965965965966,2,2,22,20,12.447,38.56282079892881,0.7846692767360396,1.0,953.0,1.0
2,siena:PN03,siena,0.641539697640219,0.13553987187948607,"[[705, 1, 12], [22, 26, 0], [8501, 177, 270]]",0.9429429429429429,2,2,47,45,23.149,46.65506689866203,0.9612803304078472,1.0,934.5,1.0
2,siena:PN07,siena,0.4268190729308513,0.23446131885053845,"[[222, 103, 34], [2, 11, 0], [1163, 56, 307]]",0.8798798798798799,1,1,14,13,8.211,37.99729364005413,0.7963080840229153,1.0,789.0,1.0
2,siena:PN14,siena,0.7392574776868363,0.49866558594479166,"[[1273, 44, 120], [17, 14, 3], [1680, 52, 2431]]",0.8698698698698699,4,4,39,35,18.392,45.672859084730405,0.9079725412900156,1.0,679.5,1.0
3,chbmit:chb01,chbmit,0.5083605136317839,0.3888306929335917,"[[857, 86, 2617], [22, 81, 27], [7182, 415, 19435]]",0.8528528528528528,10,3,51,47,67.735,16.65320182903074,0.32909510284221966,0.3,1175.5,0.75
3,chbmit:chb02,chbmit,0.2854431032704013,0.24084458754701113,"[[164, 129, 425], [1, 27, 7], [8493, 1287, 9525]]",0.8688688688688688,2,1,34,33,33.969,23.31507073350233,0.46356749038118283,0.5,1369.0,1.0
3,chbmit:chb03,chbmit,0.48568660634541955,0.4122665790171846,"[[797, 20, 1306], [23, 19, 38], [4291, 98, 15200]]",0.8808808808808809,6,4,24,20,34.678,13.841717398269786,0.29840638916491846,0.6666666666666666,826.0,0.75
3,chbmit:chb04,chbmit,0.437014373729949,0.2617672928768431,"[[318, 11, 1077], [9, 47, 20], [33101, 4526, 57129]]",0.9669669669669669,4,2,86,84,153.706,13.115986554378864,0.272242532322782,0.5,706.5,1.0
3,chbmit:chb05,chbmit,0.5351871275745853,0.3851058959579561,"[[571, 83, 1129], [13, 93, 6], [2940, 645, 6744]]",0.9029029029029029,5,1,26,25,36.1,16.620498614958446,0.3324129522716678,0.2,223.0,1.0
3,chbmit:chb06,chbmit,0.41354373792046445,0.22917043368555565,"[[142, 2774, 641], [0, 31, 2], [246, 9459, 8109]]",0.8958958958958959,10,0,0,0,61.622,0.0,0.0,0.0,nan,nan
3,chbmit:chb07,chbmit,0.5073224988611551,0.3107129297707805,"[[43, 42, 994], [4, 58, 5], [4413, 2830, 29632]]",0.8578578578578578,3,0,6,6,65.328,2.204269070499192,0.044705491677389894,0.0,nan,nan
3,chbmit:chb08,chbmit,0.3061106275419647,0.39968617894658715,"[[860, 6, 930], [11, 66, 108], [572, 0, 147]]",0.93993993993994,5,0,5,5,17.115,7.011279720847196,0.12416107382550336,0.0,nan,nan
3,chbmit:chb09,chbmit,0.32340807492255075,0.1723230573460208,"[[223, 709, 504], [0, 53, 3], [14288, 9478, 11145]]",0.9479479479479479,4,0,17,17,65.662,6.2135922330097095,0.1186819495991306,0.0,nan,nan
3,chbmit:chb10,chbmit,0.6207472387366787,0.46932829813443444,"[[12, 56, 2086], [0, 67, 22], [273, 76, 17071]]",0.9039039039039038,6,0,2,2,46.732,1.027134662822837,0.02000557258289217,0.0,nan,nan
3,chbmit:chb11,chbmit,0.5567067810850319,0.30325588083763405,"[[181, 90, 89], [19, 126, 18], [9698, 1006, 12175]]",0.9379379379379379,1,0,11,11,33.822,7.805519053876478,0.1458894472361809,0.0,nan,nan
3,chbmit:chb13,chbmit,0.7313654948967974,0.31131201678923026,"[[1078, 412, 299], [48, 6, 55], [2993, 3405, 4402]]",0.8658658658658659,5,3,32,26,30.135,20.707010185739964,0.44178851451578727,0.6,865.5,1.0
3,chbmit:chb14,chbmit,0.48993039112768355,0.31656323723768,"[[405, 527, 1216], [23, 5, 6], [562, 436, 2376]]",0.8738738738738738,6,1,8,7,22.789,7.3720136518771335,0.14308768154922,0.16666666666666666,429.0,1.0
3,chbmit:chb15,chbmit,0.4712991367425524,0.14635377179295295,"[[51, 20, 3119], [26, 6, 370], [26, 11, 1084]]",0.8118118118118118,9,0,6,6,34.742,4.144878867834013,0.075089142138013,0.0,nan,nan
3,chbmit:chb16,chbmit,0.3392807034704264,0.27807390779618996,"[[350, 81, 1346], [6, 6, 9], [1389, 301, 2343]]",0.9269269269269269,5,1,5,4,16.371,5.864087554085009,0.13161575266838424,0.2,1377.0,1.0
3,chbmit:chb17,chbmit,0.6609178882820733,0.3446064967492319,"[[241, 537, 300], [14, 21, 24], [1755, 524, 6880]]",0.9359359359359359,3,0,3,3,19.281,3.734332228785478,0.07190891537385978,0.0,nan,nan
3,chbmit:chb18,chbmit,0.5226000657373955,0.5074415810873197,"[[37, 12, 1387], [6, 38, 19], [348, 31, 18528]]",0.9229229229229229,4,0,0,0,33.301,0.0,0.0,0.0,nan,nan
3,chbmit:chb19,chbmit,0.5608954338759352,0.529747641138479,"[[275, 8, 435], [3, 36, 10], [3531, 31, 15743]]",0.9069069069069069,2,0,2,2,28.654,1.6751490475498039,0.020515936068791474,0.0,nan,nan
3,chbmit:chb20,chbmit,0.7631509923268346,0.3669240781801739,"[[1189, 144, 443], [23, 23, 15], [3787, 1794, 8042]]",0.9139139139139139,5,0,0,0,24.844,0.0,0.0,0.0,nan,nan
3,chbmit:chb22,chbmit,0.6625888713661905,0.5505577922393172,"[[382, 0, 336], [0, 37, 5], [3834, 27, 8337]]",0.9419419419419419,2,0,9,9,29.732,7.264913346101743,0.14453917986195697,0.0,nan,nan
3,chbmit:chb23,chbmit,0.764383096353199,0.476387561582248,"[[273, 16, 1477], [4, 44, 41], [764, 104, 9348]]",0.9139139139139139,5,0,0,0,23.917,0.0,0.0,0.0,nan,nan
3,siena:PN01,siena,0.9442322997336926,0.23762243465056457,"[[718, 0, 0], [6, 13, 7], [1318, 118, 20]]",0.9479479479479479,2,2,24,22,12.447,42.41910287882169,0.8590562538635895,1.0,953.0,1.0
3,siena:PN03,siena,0.6238903699866639,0.14790332922222665,"[[705, 0, 13], [20, 27, 1], [8472, 157, 319]]",0.9529529529529529,2,2,47,45,23.149,46.65506689866203,0.9401135776974703,1.0,1517.0,1.0
3,siena:PN07,siena,0.370216160369747,0.12088562063652462,"[[298, 61, 0], [12, 1, 0], [1421, 56, 49]]",0.9279279279279279,1,1,16,15,8.211,43.84303112313938,0.9137492043284532,1.0,1674.0,1.0
3,siena:PN14,siena,0.7523056197595848,0.4701471656815425,"[[1241, 70, 126], [19, 12, 3], [1711, 65, 2387]]",0.9059059059059059,4,3,37,34,18.392,44.367920253738106,0.8692992591585672,0.75,1060.0,1.0
4,chbmit:chb01,chbmit,0.44419021899970407,0.3079786383809602,"[[975, 21, 2564], [42, 25, 63], [8981, 888, 17163]]",0.993993993993994,10,0,0,0,67.735,0.0,0.0,0.0,nan,nan
4,chbmit:chb02,chbmit,0.5127477185973008,0.27306599768624834,"[[286, 150, 282], [2, 27, 6], [7011, 1405, 10889]]",0.8678678678678678,2,0,24,24,33.969,16.956415078910787,0.2940383166078299,0.0,nan,nan
4,chbmit:chb03,chbmit,0.4862277071251813,0.4211786929429324,"[[670, 17, 1436], [15, 22, 43], [4138, 75, 15376]]",0.8258258258258259,6,4,38,33,34.678,22.838833707145145,0.48014427146590116,0.6666666666666666,1194.0,1.0
4,chbmit:chb04,chbmit,0.3591233907833773,0.2934882221968587,"[[222, 25, 1159], [12, 40, 24], [27062, 1508, 66186]]",0.8788788788788788,4,2,159,157,153.706,24.5144034409224,0.5065715559518502,0.5,524.0,1.0
4,chbmit:chb05,chbmit,0.5795075064587087,0.3213840275753261,"[[684, 339, 760], [15, 88, 9], [2796, 2280, 5253]]",0.934934934934935,5,0,2,2,36.1,1.3296398891966759,0.025388173701007637,0.0,nan,nan
4,chbmit:chb06,chbmit,0.4296290955056497,0.23191955997259883,"[[122, 2641, 794], [1, 28, 4], [297, 8966, 8551]]",0.8898898898898899,10,0,0,0,61.622,0.0,0.0,0.0,nan,nan
4,chbmit:chb07,chbmit,0.5428992193022416,0.2756441478981591,"[[163, 70, 846], [4, 58, 5], [8360, 4889, 23626]]",0.975975975975976,3,0,2,2,65.328,0.734756356833064,0.014818812004483001,0.0,nan,nan
4,chbmit:chb08,chbmit,0.4672266603888722,0.4677970122438298,"[[690, 2, 1104], [10, 72, 103], [304, 0, 415]]",0.9099099099099099,5,0,6,6,17.115,8.413535665016635,0.14890939597315436,0.0,nan,nan
4,chbmit:chb09,chbmit,0.36247231220431675,0.17295599086513722,"[[192, 856, 388], [0, 55, 1], [10604, 13169, 11138]]",0.9769769769769769,4,0,3,3,65.662,1.0965162764134782,0.016034776189792696,0.0,nan,nan
4,chbmit:chb10,chbmit,0.7056134849642935,0.5996100477619396,"[[858, 25, 1271], [15, 63, 11], [1998, 50, 15372]]",0.8868868868868869,6,0,2,2,46.732,1.027134662822837,0.012677626079687936,0.0,nan,nan
4,chbmit:chb11,chbmit,0.5902001350097859,0.32685622731457725,"[[209, 60, 91], [18, 128, 17], [9419, 774, 12686]]",0.8688688688688688,1,1,24,23,33.822,16.320630749014455,0.32446231155778893,1.0,455.0,1.0
4,chbmit:chb13,chbmit,0.5782956027575927,0.1596974594930809,"[[562, 846, 381], [34, 28, 47], [3182, 5873, 1745]]",0.8648648648648649,5,2,17,14,30.135,11.149928561552288,0.24331426149607968,0.4,305.0,1.0
4,chbmit:chb14,chbmit,0.44200392088034357,0.3060141017248159,"[[354, 148, 1646], [13, 6, 15], [615, 253, 2506]]",0.954954954954955,6,0,3,3,22.789,3.159434422233057,0.043679397525551375,0.0,nan,nan
